,type,category,review,star
12,에어팟 2세대(유선),음질,본인은 갤럭시에 에어팟을 쓰는 사람입니다 ?정품 가품 구별 법? 1. 먼저 비닐을 뜯기 전 옆면 스티커가 한 스티커로 붙여져 있는지 3개의 스티커로 붙여져있는지 확인해주세요. 가품은 한 스티커에 모든 내요을 담고 있다고 합니다. 정품은 왼쪽 2개 오른쪽 1개 총 3개의 스티커로 나뉘어 붙여져 있다고 하네요. 2. 정품등록을 해줍니다. 본인은 구매 확정일을 11번가에서 구입한 날 하루 전 날로 했어요. 그냥 대충 3월 30일로 했더니 되더라구요. 굳이 문의할 필요없이 구매하신 날로 하시면 될 것 같습니다. 혹시 모르니 문의해보시는 것도 나쁘지 않을 것 같습니다. 3. 상자를 열면 보이는 설명서에 캘로포니아라는 스펠링이 nia인지 mia인지 확인해주세요. 가품은 mia로 되어있다고 하네요. 4. 설명서를 꺼내 모서리를 확인해주세요. 가품은 정사각형 정품은 모서리가 둥근 사각형이라고 합니다. 5.에어팟 본체를 열어 뚜껑 안에를 확인하였을 때 '애플코리아 유한회사'가 적혀있는지 확인해주세요. 가품은 적혀있는게 없다고 합니다. + 아이폰 유저일 시 블루투스 연결 후 에어팟 설정에 들어가면 정품일 시 여러 정보가 뜬다고해요. 전 갤럭시라 아직 이 작업을 못했습니다? ?갤럭시 유저가 쓰면서 느낀 것? 1. 배터리 잔량을 확인하기 위해서는 앱 하나가 필요해요. 아이폰 화면에서 뜨는 것처럼 에어팟 뚜껑을 열면 바로 배터리 잔량을 확인할 수 있습니다. 보통 앱이 거의 무료로 제공되고 있어요. 인앱에서 유료결제시 광고가 뜨지않아요. 며칠 사용해 본 결과 광고가 떠도 많이 불편하지는 않았습니다. 본인이 쓰는 앱 : materiaPods 2. 갤럭시라 페어링이 느릴 줄 알았는데 생각보다 빨랐어요. 처음 연결 후 나중에는 그냥 빼서 쓰면 바로 되더라구요. 처음 연결할 때에도 뒤에 버튼만 몇 초 누르면 바로 밑에 떠요! 3. . 갤럭시를 쓰면서 버즈가 아닌 에어팟을 산 이유가 통화음질때문인데요. 아니나 다를까 역시 . 그냥 통화하는 것 같다고들 하더라구요. 다만 단점이 있다면 제 목소리도 잘 들리지만 주변에 소음이 많으면 소음도 잘 잡는지 시끄럽다고 하더라구요..ㅎㅎ 4. 노래듣다가 끊기는 현상은 아직 없었습니다. 걱정했는데 아직은 그런 현상이 없어서 잘 모르겠습니다 ㅎㅎ.. 5. 가끔 에아팟을 열지도 않았는데 연결이 되고는 했습니다. 제가 블루투스를 계속 켜놓고 있어서 그런지 계속 연결이 됐습니다. 저는 별로 신경쓰이지 않았지만 이런 부분이 신경쓰이시는 분이라면 사용을 하지 않으실 때에는 블루투스를 꺼놓으시는 걸 추천드려요. 6. . 항상 고무가 있던 이어폰만 써서 이런 이어폰은 처음이라 살짝 걱정했지만 별로 아픈 느낌도 없고 오히려 고무는 흡착?이 되어 진공상태로 있는 기분이 종종 있었는데 이 이어폰은 안낀 것 마냥 편했습니다. 7. 소리를 엄청 키우지도 않았는데 . ?갤럭시 유저분들은 설정에서 개발자 옵션을 만들어 들어가면 '절대볼륨용안함' 이라는 설정이 있는데 이걸 체크해주시면 소리가 아이폰에서 쓰는 것 처럼 최대치로 올라간다고 합니다. > 설정 후 재부팅 필수 8. 터치 기능 사용 불가 전 원래 터치로 재생 넘기기 등을 안해서 별 상관은 없었습니다만 이 기능을 사용하려면 아이폰 기기에 한 번 연결하여 사용해야 한다고 합니다. 저는 아직 안해서 그냥 사용하고 있어요. 9. . 쓰다가 배터리가 다 닳았을 따 본체에 15분~ 정도 넣어두면 금방 충전이 완료되어 텀을 길게 두지않고 바로바로 쓸 수 있었습니다. 10. 처음에 쓰실 때 주황불이 들어올 수 있는데 충전이 완전히 된 게 아니라 주황불이 뜨는 것이니 충전을 해주시면 됩니다. 당황하지 않으셔도 됩니다 ㅎㅎ! => 아직까지는 전반적으로 후회없이 잘 쓰고 있습니다. 가끔 혼자 연결 되는 경우가 종종 있어서 뭐지 싶긴하지만 별 신경을 안써서 이거 제외하고는 잘 구매한 것 같습니다. 고민중이시라면 가격내려갔을 때 바로 사시길 바랍니다 ㅎㅎ 이번 구매로 느낀 11번가 장점 기대도 많이 했고 가격도 가격이니 빨리왔으면 좋겠다라는 생각이 많이 들었는데 3월31일 저녁에 구입해 4월 2일에 오후 5시쯤 물품을 받았습니다. 물품도 고장없이 빠른 배송으로 받을 수 있어서 좋았습니다. 또 사은품도 챙겨주셔서 나중에 잘 쓸 것 같아요. 투명이 오는 줄 알았는데 연한 하늘색이 왔네요. 그래도 이뻐서 보관중입니다. 나중에 잘 쓸 것 같아요. + 종종 제작년월 따지시는 분들이 계시던데 제 기준 제작년일은 크게 상관없을 것 같네요. 2년을 넘긴 것도 아니고 19년도에 만들어졌다고 해서 사용하시는데 지장은 없을 것 같습니다. + 애플코리아라고 써서 판매하는 건 다 정품이라고 어디서 본 것 같아요! 안심하시고 구매하셔도 될 것 같습니다. 아무쪼록 다들 좋은 구매하세요!,5
13,에어팟 2세대(유선),음질,"하... 에어팟1버전 쓰다가 잃어버려서 ㅠㅠ
상품권이 생겨서 사게되었는데 배송도 빠르고 좋아요!!
뽁뽁이로 잘 감싸주셨더라구요!!
이제 습관이되어서 일반이어폰은 못써요 영 불편하더라구여..
진짜 사보면 삶의 질이달라집니다 ㅠㅠ
특히 가방안에서 줄이 엉키지 않는다는게 너무편하구요!!
줄 끊어질까봐 화끈하게 풀지도 못하고 맨날 짜증났는데 결국 다시 사게되네요ㅠ
그래도 이거 한번쓰면 일반이어폰으로 못돌으가요...
엄마도 써보시더니 좋다고 하시더라구요!!

한손에 쏙들어오는 크기라 부담스럽지도 않고 질리면 케이스만 바꿔끼면 되니까 너무좋은것 같아요!!

역시 아이폰사용자라 자꾸 애플거를 사게된달까...
아이폰이다보니 호환은 뭐 당연한거고 !! 확실히 통화할때 상대방에게 주변소음은 더작게들리고 내목소리가 더 잘들린달까..? 에어팟1?을때는 이어폰빼고통화하란말 많이들었는데 지금은 안들어요 ㅋㅋㅋ
상품 꼼꼼하게 보내주셔서 감사합니다!! 예쁘게 질쓰겠습니다",5
14,에어팟 2세대(유선),음질,"배송은 빨리왔어요, 간혹가다 리퍼받은 제품을 새로 포장해서 저렴하게 판다는 소문을 듣고 이제품도 그럴까바 걱정했지만 아직까지는 그런문제를 찾을수는 없어여. 상품도 좋고 음질도 좋고 맨날귀에 꽂고다니고싶지만 ㅠㅠ 잃어버릴까바 그러지는 못하겠네요 직장에서 몰래 음악듣거나 전화통화하기 좋아요 굿굿 한번사세여 두번 사세여 세번사세요 뒤늦데 에어팟 구입한 사람이 추천합니다. 직장 동료들은 한참전부터 사용하고 있었어요 저보고 아직도 핸드폰으로 통화하는 사람이 있냐는 말에 살짝 자존심도 상하고 정말 주변을 둘러보니 다 귀에 콩나물대가리 하나씩은 끼고있는거에요... 심지어 어린친규들도 전부 이용중이거든요 핵인싸까지는 아니어도 루저가 되고싶지 않다면 당장 구입하세요 !! 고민은 배송만 늦출뿐......",4
15,에어팟 2세대(유선),음질,"정품일까 긴가민가 하다가 리뷰보고 구매했는데, 정말로 정품이더라고요. 제품도 2020년도 제조일자로 보내주셨어요. 사용 전이긴 하지만 테스트로 들어봤는데 음질이 너무 좋아요. 일반 이어폰이랑은 비교가 안 돼요. 고장없이 오래 쓸 수 있었으면 좋겠어요, 믿고 구매합니다. 앞으로도 계속 좋은 제품 판매해 주시면 좋겠습니다.",5
16,에어팟 2세대(유선),음질,"여기 저기서 가격비교하고 정품아닌것도 많다고 하여
찾아보다가 신세계가 가장 믿음직해서
더 싼곳도 있지만 안전하게 여기서 주문햇어용ㅎㅎ
주말 일요일에 시켰는데 평일부터 배송이기에
기다렸는데 2-3일 걸린다고햇지만
정확히 이틀!! 화요일 오전11시에 도착했어요!!!
하필 비오는 날이라 걱정햇는데
비가 와서 박스는 살짝 눅눅했지만ㅠㅠ
열어보니 튼튼하게 비닐로 포장되어잇어서
괜찮았어용ㅎㅎ기대와설렘을 가지고 열엇는데
너무너무 예쁘더라구여ㅠㅠ역시 포장도 깔꼬롬
바로 충전해서 연결해서 음악틀어보고 유튜브도 보고
전화걸어서 음질 확인햇네요!!
역시...이쁘기만 한게아니라
음질
집이라서 그렇겟지만
버스나 지하철에서도 해봐야겠어용
노래도 잘들리구여 걸리적거리는 선 없어서
정말 행복하네여 삶에 질이 달라진다는 말이 ㅎㅎ
바로이해 *0*
컴퓨터켜서 바로 정품등록도 마쳤답니다!!
그러니 정품이니 걱정하시는 분들은 걱정말고
구매하세용^-^
애플은 정말
계속 쳐다보고싶고 만지작 만지작 하고잇어요ㅋㅋ
빨리 케이스와 철가루스티커로 예쁘게
꾸며주고싶네여ㅎㅎ
에어팟을 사니까 갑자기 아이폰마저 바꾸고싶은ㅋㅋㅋ맘이 들어요
(요약하면 너무예쁘고 맘에든다는말)
코로나 뚫고 신속정확하게 택배보내주셔서
감사합니닷!!!
신세계에서도 제일싸고 배송비도 무료로 판매해주셔서 감사합니닷 ㅎㅎ에어팟 필요한사람잇으면
고민 없이 요기 추천해줄거에요 ^.^
다들 에어팟하세여~~ㅎㅎ행복행복",5
17,에어팟 2세대(유선),음질,"음질 좋고, 배터리도 오래갑니다. 아주 편해요. 맘에 듭니다. 다만 아쉬운 점은 한 쪽 팟에 찍힘이 하나 있네요. 늦게 발견하기도 했고 사용하는데는 지장 없어서 그냥 사용하고 있습니다. 그것 빼곤 현재까지는 괜찮아요. 고장없이 오래 쓸 수 있었으면 좋겠네요.",4
18,에어팟 2세대(유선),음질,좋은 가격에 잘 구매했습니다. 두번째 구매입니다.케이스주는 옵션있는 상품이 랜덤이라 불필요하고 맘에들지않아서 이곳에서 구입했는데 만족합니다. 명성대로 음질좋습니다.가격이 비싼만큼 오래도록 as안받고 잘 쓸수있기를바랍니다,3
19,에어팟 2세대(유선),음질,"사용해보니 음질은 좋더라구요 통화시 음질도 좋고 음악들을때 음질도 좋구요 사용성도 편하더군요
생일선물했는데 만족한답니다 생각보다 작구요 디자인은 평범합니다 너무 작아서 분실의우려거 잇으니 잘 보관하셔야 하겠더라구요 케이스도 작아서 쉽게 잃어 버릴수 있겠어요
당일배송이 당일 받을수 잇다는 말은 아닌가 봐요 제가 이해를 잘못했나봐요 당일배송이라고 해서 당일받을줄 알았는데 한 3일 정도 배송기간이 소요되더라구요
어쨋든 선물받은사람이 만족한다니 다행입니다 에어팟의 모든기능을 충분히 사용할려면 아이폰과 연동해서 사용하는게 더 좋다네요 엘지 핸드폰이라 지원한되는 기능들이 잇나봐요 이점 참고하세요",3
20,에어팟 2세대(유선),음질,"애들 에어팟 1세대 3년정도 주구장창 쓰니 결국은 센써가 고장나더군요~
귀에 꽂혀 있는걸 인식 하는 센서가 고장이라는 서비스센터 직원 분의 말씀~! 새로 사는게 낫답니다~!
결국 2세대를 다시 구입~!
저는 갤노트 시리즈만 사용하는 일인이라 편리성이 조금 떨어지지만 그래도 무선중에서는 편리성 기능 음질 최고인듯~!
커널형이 맞지 않는 제 귀에는 에어팟이 딱!
다만 길을 걸을때 한쪽귀만 꽂은채로 사용하니 두개의 동시 페이링이 불균형해 지는듯!
그래도 좋음~ㅋ",5
21,에어팟 2세대(유선),음질,"귀에 넣으면 띠링 소리와 함께 음악이 흘러나온다.
다른것보다 통화품질은 대만족인데 전화기를 들고
전화할때와 크게 차이가 없다.
손목 터널증후군때문인지 쑤실때도 있었는데
에어팟 덕에 병원비 아꼈으니 속된말로 핵이득이다.

거기다 수신범위도 여타 블투이어폰과는 다르다.

이전에 써본 제이버드와 비교도 안된다.
사무실에 폰을 두고 5미터정도 떨어진 화장실을
가도 수신이 안끊긴다.

아침 해피타임에 휴대폰과 잠시 떨어져
노래를 들으며 집중하면

치질도 이제 걱정없겠다.

-유선모델이라 무선충전하며 자랑 못하고, 남들이 2세대라 안 알아주는 큰 단점이 있다.",4
22,에어팟 2세대(유선),음질,"거두절미하고
배송도 빠르고 음질도 좋고 생각했던데로 정말 좋네요.
아이폰과 에어팟이 같은 계열이라 예전 타사 무선블루투스처럼 따로 페어링을 할 것도 없고 바로 인식이 되어 버리네요. 유선 이어폰때문에 줄이 주렁주렁 할 필요도 없네요 이젠. 만족합니다. ^^",5
23,에어팟 2세대(유선),음질,배송은 당일발송이라 주말 빼고 하루만에 받을 수 있었습니다. 사실 반신반의하면서 샀는데 가격도 저렴하고 잘 산 것 같아요 ! ! 정품 등록할때 날짜는 제가 11번가에서 구입했던 날짜를 입력하여 한번에 등록 되었습니다. 저는 갤럭시 유저라서 따로 어플을 사용해서 배터리를 확인하고 있어요 ㅋㅋ 사실 예전에 회사에서 받은 짭이 있었는데 진짜 찐은 다르네요... 음질도 선명하고 동영상 볼때 싱크도 너무 잘맞고 ^^ 버즈살지 에어팟 살지 한참 고민했는데 잘 샀네요. (아 그리고 박스 맨 밑쪽에 충전기 줄 있으니 버리지마세요..),5
24,에어팟 2세대(유선),음질,"음질: 민감하지 않으면 저가형 블루투스 이어폰과 큰 차이 없음디자인: 케이스 형태 및 경첩, 외장 마감이 만족스러움통화품질 : 테스트 해봤을때 폰과 크게 차이를 못느끼거나 끊김, 잡음이 확실히 없음총평: 업무 중 통화를 많이하면 가성비적으로도 만족할 수 있음 (할인 기준)",4
25,에어팟 2세대(유선),음질,"휴대폰 기종 LG V30인데요, 호환 잘 되구요!
예쁜 케이스 끼우는 맛도 최고지만,
확실히 선이 없으니 정말 편하고, 음질도 만족스러워요~
귓구멍이 작은편이라 일반 이어폰은 무조건 커널형만 이용했는데,
에어팟은 웬만해선 빠질 염려 안해도 될것 같이 안정감있고 좋네요^^
.
정품등록도 완료했어요, 잘 사용할게요!",5
26,에어팟 2세대(유선),음질,아이폰x에 같이 들어있는 이어폰만 쓰다가 주변에서 운동할때 편하고 좋다고해서 구매하게되었습니다. 평소 귀가 작은서인건지 삼성제품처럼 고무가 달린 이어폰은 안맞았는데 에어팟은 귀가 너무 편하고 런닝할때도 떨어지지가 않아 너무 만족합니다. 음질도 좋고 통화시 잡음 없이 깨끗하게 잘들리네요! 왜이제야 샀는지 좀더 빨리 살껄하는 마음이 드네요 정품등록도 잘되고 카드청구할인받아 저렴하게 구매해서 너무 좋습니다,5
27,에어팟 2세대(유선),음질,"배송이 너무빨랐고 상품도 너무좋아요
나름쓸만해요
생일선물로 받은거라서 싸게 선물잘 받은거같아요 오래오래쓰도록 할께요
선물해준 친구한테도 너무고맙다고 잘쓴다고했어요ㅗ 음지도좋고
프로랑 전혀 상관없는거같아요
똑같은거같아요 남들 다쓸때 쓰지못하고 뒷늦게 선물받았네요",5
28,에어팟 2세대(유선),음질,저는 원래부터 쓰고있었고 남자친구버즈가 통화때 잘안들려서 사줬어여 역시나 너무 잘들려 ㅠㅜ 버즈를 무시하는건 아니지만 시끄러운 곳에서 통화는 에어팟이 목소릴더 크게 잘 캐치하는거 같아여 ㅠㅜ 음악 음질은 말할것도 없음!,5
29,에어팟 2세대(유선),음질,"사용해본 후기로, 가끔 페어링이 원활하지않을 때가 있더라구요. 그리고 오른쪽을 먼저 끼고 왼쪽을 뒤에 끼는 것처럼 한쪽한쪽을 끼면 노래가 돌림노래처럼 나와서 당황했어요. 이러한 특수한 경우를 제외하고는 음질도 매우 좋고, 상품 상태도 좋아요. 포장도 물론 깔끔하고 안전하게 잘 와서 더 기뻤습니다. 무엇보다 판매처가 신세계백화점이니 더 믿고 산 부분입니다.",4
30,에어팟 2세대(유선),음질,폰이 갤럭시라 사기가 망설였는데 써보니까 생각보다 좋고 음질도 정말 괜찮았어요. 나중에 또 누구한테 선물할 일 있으면 여기서 구입하려구요! 완전 새 제품이고 정가보다 조금 더 싸게 살 수 있어서 좋았습니다. 정품등록도 마쳤어요~^^,5
31,에어팟 2세대(유선),음질,어제 좀 애매한 시간(?)에 주문을 해서 다음날 받을 수 있을까? 염려를 했었는데 너무 감사하게도 다음날인 오늘 너무 빠르게 받아봤습니다^^ 동봉해주신 사은품 케이스도 아주 깔끔하구요^^ 1세대를 쓰다가 한쪽이 시언찮아서 어찌할까? 하다가 2세대로 질렀는데 후회가 없습니다^^ 아쉬움은 어느분도 말씀하셨지만 1세대보다 좀 꼼꼼히 만들지 않은것 같은 느낌? 뭐.. 그러게 잠시 들기는 했지만.. 이건 짝퉁 없겠지~? 하는 믿음과 제가 좋아하는 애플의 사운드는 변함이없어서 일단 만족합니다^^ 많이 파세요^^,5
32,에어팟 2세대(유선),음질,8.28 저녁쯤 주문해서 오늘 16시쯤 제품이 왔는데 비교적 배송은 보통이구요 처음 현관에 물건을 받았을때 박스 모서리 등 손상이 있어 불안하였지만 막상 제품 뜯고 음질 시험테스트 결과 상당히 만족합니다. 음질도 선명하고요..ㅎㅎ 다른 후기에 음질 불량하다는 글 읽고 조마조마하긴했지만 정상제품이라 안심했습니다. 그리고 사람들이 왜 에어팟에어팟 노래를 부르는지 알겠는게 제 기종이 아이폰7인데 케이스 열자마자 인식되고 이어폰을 귀에 꽂아야만 인식되는 방식이나 폰이랑 어느정도 떨어져서 siri를 찾아도 바로 인식되는 처리속도에 소름이 돋고 계속 감탄했습니다ㅠㅠ.. 후기가 길었는데 그 만큼 추천하고 이제 운동도 줄없이 마음껏할 수 있다는 기대에 설레며 후기를 마칩니다..ㅋ,5
